behavioral_id,line,rmse_s,normalized_rmse,P0,Hs,D,r,phi_soil_top,phi_weathered_top,phi_fresh
16,TL6,0.007402439837245585,1.7447718020805991,9.762254389194535e-05,0.8149413093271826,0.0005420008415800831,0.5067866168201927,0.5516019957290678,0.28569953753358024,0.09844429283137056
17,TL6,0.006473442760044098,1.525805091083381,6.807312543105051e-05,0.16085799894522523,0.0014929272239352972,0.40727282146517907,0.529759701078797,0.27207075398862096,0.09706435946655007
18,TL6,0.007568527113306661,1.7839189484711284,7.926876422262536e-05,0.48291320195465837,0.0014007411885007602,0.48260323717567655,0.5681357400532934,0.27658127498834506,0.09735006375477931
19,TL6,0.0069822036621383565,1.6457211857078593,0.00012528833704306412,0.7186963088971612,0.0006308278016334398,0.51743985922731,0.5685921640063264,0.30994288306021806,0.09816827525632851
20,TL6,0.007276377192071158,1.7150585516615486,0.00013728049010941975,0.8007984108997145,0.000873227094921351,0.5812751662122329,0.535455436107691,0.36144192789399865,0.09950285823068097
21,TL6,0.006480903728402388,1.5275636581901693,0.00010325064135030743,0.5006514519602627,0.0010357100034666417,0.4698136443664744,0.5574480341278899,0.2947240557138515,0.09933173807799256
22,TL6,0.006936258855824681,1.634891891006292,0.00013415030972219004,0.5760288164773395,0.0009889231569279373,0.5501896773935822,0.5783281141829955,0.3437058180731465,0.0995052381319127
23,TL6,0.007465793678851442,1.7597044457518387,0.00012629030026850045,0.6419865562371484,0.0007218660873740707,0.5524313164677128,0.5325302995319043,0.3288029045227131,0.09823351146842989
24,TL6,0.006856450520094274,1.6160808858762308,8.943818192376503e-05,0.9125731598736332,0.0010856675918457937,0.4206103433630134,0.5766447114662289,0.2707040375086496,0.09397573878570922
25,TL6,0.0069139286053357,1.629628600490841,0.00011555126448552412,0.6349899903761715,0.0012087573259185057,0.5348445397115174,0.5122347201101762,0.34380444985268577,0.09760361811089693
26,TL6,0.007948593372164917,1.8735014247840869,0.00011659569695734827,0.5366719559563877,0.0016806948643280268,0.47086046493761424,0.505737551297375,0.2589376436384716,0.09818618213679517
27,TL6,0.006465802015933131,1.5240041504253223,9.793208798270314e-05,0.9317707230366044,0.0005868861585404189,0.492917672444827,0.5249139786091899,0.30605762109627144,0.09919812032598907
28,TL6,0.007484825985465186,1.764190403441239,0.00010485363531054337,0.7559458497912014,0.000417566373749382,0.5047805110133395,0.5131542313278299,0.29170540004433865,0.09657813627884969
29,TL6,0.007580095956054752,1.7866457508570137,0.00013740904219194217,0.5776568115406051,0.0011919630569110543,0.5954565442853503,0.5427045571603717,0.3744518364214618,0.09935499124336
30,TL6,0.006550948817643362,1.5440734440538726,9.19319134046201e-05,0.4106351536005304,0.0006706170022270244,0.4626598888959981,0.49666423104258306,0.3006136325669993,0.0969280758573352
31,TL6,0.0073772785245760615,1.738841223809874,0.00015263759359774763,0.5250201545287687,0.0009246606040837313,0.5518225042110942,0.5584870479782404,0.339434112551687,0.09727256060728323
32,TL6,0.00636684628122736,1.5006800600760728,0.00010020346836054101,0.6099506520325733,0.0006444570172951438,0.43466668976702433,0.5563301196546124,0.2796248719787172,0.0981065241125087
33,TL6,0.007966190428493652,1.8776490907370769,0.00017721242318661875,0.8422758858640937,0.0015814769963276513,0.6320609960713923,0.5415763534643416,0.4000716123101349,0.09976038955805384
34,TL6,0.007896613228013253,1.8612495873118549,3.2636092669301734e-05,0.2810962532249339,0.0010246136795740736,0.49608704623720234,0.5429181660700572,0.27145077040675014,0.09836514046806943
35,TL6,0.008059982923057154,1.8997561937138285,0.0001456680988169306,0.4614714461958125,0.0011372422258273732,0.4694469576516659,0.5527428599548734,0.2514508159652623,0.09832820310151336
36,TL6,0.006494243754284415,1.5307079324442978,0.00014815815943043862,0.31504670348191155,0.00021188148224059224,0.4284984453760736,0.5683677559871224,0.27408679151742676,0.0975024026186248
37,TL6,0.006278557704016204,1.4798702428602994,0.00010878928110220314,0.5762760160860803,0.0007241218315613188,0.4508612153449605,0.49580221716135986,0.2900933116241736,0.09953647745332495
38,TL6,0.0073088308779386746,1.7227079587786882,0.00011551921999186755,0.2934570454386838,0.00019306330379328674,0.4739062310192569,0.47338547273466786,0.2867060648214723,0.09581854301106056
39,TL6,0.007761116845104254,1.8293127835847875,0.00011455044722331408,0.8824428633330644,0.0007865073244731574,0.5893871302970853,0.5005491667575364,0.35670019826407284,0.09814222434322964
40,TL6,0.007814766693563862,1.8419581741365936,0.00015400103772036716,0.7148248277567723,0.0016499357398611178,0.5510017759285202,0.5389441591817343,0.3179610700454768,0.09771025003530254
41,TL6,0.0077841599066097245,1.8347440852680597,0.00013208918818222263,0.6547570350167968,0.00111384341472183,0.6035422662103581,0.5375446085546146,0.3762081682058469,0.09889995214747233
42,TL6,0.00732641933619131,1.7268535981457067,3.6260408549065314e-05,0.4116243950418282,0.00017511963976641668,0.5571271735961463,0.581128609629644,0.33091101728158256,0.09957341455221057
43,TL6,0.006365178083619783,1.5002868621291807,0.0001423690399667594,0.2869652240075877,0.0006739779226668293,0.44971440028448695,0.5825098133279902,0.29066655662984014,0.09779531667015307
44,TL6,0.007222799174490831,1.7024300918103548,0.00014784965712886985,0.7877220456863633,0.001165305196242718,0.5854909279654763,0.5417484929503613,0.3964792622403469,0.0966015025220288
45,TL6,0.00658323746295697,1.5516839507393987,9.09306741902415e-05,0.8386308117760483,0.0005584609429116478,0.5428790894663791,0.5239920112944705,0.352446342637161,0.09899095110290743
46,TL6,0.00746325844713698,1.7591068859061136,0.0001043003473635046,0.6089209028411277,0.0008612423313321892,0.5074132214209236,0.5377373219689201,0.304743979620801,0.09508069857514603
47,TL6,0.006198601034158143,1.4610242750410565,0.0001165519124669708,0.5405587782425472,0.0013150678078313464,0.3961802462216884,0.5301844034056206,0.27244653622391335,0.09730994672388876
48,TL6,0.006863126193283651,1.6176543571366289,8.746397949195454e-05,0.45440873109059543,0.0014427205629524483,0.4734552323518716,0.5730115888053012,0.3106679510943987,0.09374980819041767
49,TL6,0.007468002204968086,1.7602250003496744,0.00011056215108957914,0.7571282591040587,0.0009466060923072298,0.5528616379066886,0.5161137382547776,0.34569829520425777,0.0957741664834148
50,TL6,0.007629302116068084,1.7982437539975398,0.00010321464049208394,0.90854195641859,0.0007917280486707018,0.567609884806032,0.482211051718071,0.3516785778961356,0.09626084197367316
51,TL6,0.006233056388400344,1.4691454799186716,0.00011492825310383559,0.5662677501472053,0.0016609173625071836,0.40781167923691386,0.5149069811069915,0.28429964837472854,0.09589564841668344
52,TL6,0.006745617536959499,1.5899573012249861,9.655008030773043e-05,0.34789315801802045,0.0007862562190687522,0.5632783070924163,0.49280981862357887,0.3889780568930544,0.09883168329504234
53,TL6,0.007105396924877711,1.6747581162010237,0.00018468826591236048,0.6895924114515064,0.0010940329900269157,0.5627691794720335,0.5805141342622566,0.3704700877729104,0.09606414435156091
54,TL6,0.006372402684865043,1.5019897169731447,0.00014125388191132913,0.6657409058886099,0.0013507503507318532,0.5042024814280186,0.5324272643591901,0.3332509717122027,0.09807501964325771
55,TL6,0.0077590023066426775,1.8288143820897005,0.0001538137227781039,0.4758241193870728,0.001378631138680551,0.5387861594290149,0.5538458687728298,0.31607330338608813,0.09662697226577634
56,TL6,0.006165140315613555,1.453137508045639,0.00014697200008126436,0.5962384367275242,0.0015964547217822216,0.376621415772767,0.4783476329410805,0.27147325418807744,0.09594309949716932
57,TL6,0.007548838072011102,1.7792781969327447,0.00011374306450523625,0.6762987090787523,0.0010689392185435896,0.49180125469978997,0.563161488292834,0.2926831608193067,0.09418308182387457
58,TL6,0.0069107579297800715,1.6288812650953985,0.00011529464151953134,0.4682681965593065,0.00027225137963477635,0.5771184649483109,0.5744038963467573,0.37869130727048045,0.09955763235688317
59,TL6,0.006525140792647459,1.5379904342259942,7.257022857108986e-05,0.43403383751569946,0.0003005291698775668,0.4931153541500176,0.5351255033978422,0.31904681785822864,0.09712513003392698
60,TL6,0.0069552487748645786,1.6393678578487234,0.00014768368195667713,0.5659065790146252,0.0011930903595259214,0.44956317273427415,0.5240910128016097,0.2966795778505764,0.09233919746201952
61,TL6,0.007887501743369673,1.8591019897858043,0.00013990844018977287,0.41610121772570663,0.001068258753130795,0.5393855567606921,0.5469391149004017,0.30772224278895,0.09726853006787217
62,TL6,0.006964269354237048,1.6414940287968918,7.988287969525076e-05,0.711278460758916,0.000633779036905958,0.4926051782601424,0.5320636399705596,0.3161185581601029,0.09395845633490313
63,TL6,0.007266796042572802,1.7128002530675988,0.00010431921136202138,0.5783456615309815,0.0007318789915277237,0.5299425646363068,0.5486097125242418,0.3326588147161723,0.09493271761411184
64,TL6,0.007885174729858519,1.858553507441254,6.288928977869541e-05,0.3543577307015606,0.0016181204165015603,0.6059500710679713,0.5433488442485691,0.3851769132922903,0.09896516257730917
65,TL6,0.007886087822923498,1.8587687255406213,0.0001776335341123984,0.23119149016994445,0.0008263774261717859,0.5684849554417293,0.5630703266808048,0.3324739314787777,0.0979680200393928
66,TL6,0.006696719154791649,1.57843184201834,0.00014152219344847652,0.672913169576422,0.0006108665772676682,0.5645770237245399,0.5231335634403338,0.3879732570234155,0.09800796089496008
67,TL6,0.006374803509241805,1.5025555967055602,9.818346158793205e-05,0.6440452863020307,0.0008116565544126183,0.4485651366497826,0.539681844855632,0.3009666167172138,0.09531212790309013
68,TL6,0.006341597685535437,1.4947289089996738,0.00014676913999548996,0.5802930041179761,0.0010142857127201559,0.5025074231592996,0.5318551855764192,0.3349248420966128,0.09769853475993165
69,TL6,0.00790520414911246,1.8632744868338171,0.0001167020235229079,0.34407806692386333,0.001467019021619653,0.5183586439672517,0.5567305171783907,0.295875332547214,0.09642102399544354
70,TL6,0.008099832801619071,1.909148900167359,0.00015748135867043396,0.8918256354898676,0.0015177207965531778,0.5827559268075921,0.5184558673712019,0.3363645011783819,0.09734551310128928
71,TL6,0.007647447697760818,1.8025207086187085,0.00016226073927192933,0.6093301160433535,0.0013063955979018972,0.5992794623637314,0.5408501716704459,0.40098628396033975,0.09638974433936906
72,TL6,0.006508784450937215,1.5341352075130879,0.00010824027919253696,0.4816806758774512,0.0009973509195662011,0.43697682294029117,0.558187638107779,0.2981386386973387,0.09349442364511135
73,TL6,0.006390508134796277,1.5062572124474145,0.00015231687275172858,0.6317382985351694,0.0015912065356756488,0.508403567039137,0.5196834285288363,0.3506607213696765,0.09631635405946651
74,TL6,0.00783778777553782,1.8473842951946065,0.00011859793351545929,0.5798859258222819,0.0012274802863867361,0.5429348698264612,0.5772929996345755,0.31705486234762514,0.09595164608845005
75,TL6,0.0075407535954420575,1.777372667531306,0.00011067353920224633,0.6641395714375982,0.0010653529159319682,0.5385872912359403,0.5322015918191062,0.3348127546461702,0.09440073731741201
76,TL6,0.00770113178698123,1.8151741697952344,0.00010835185724379843,0.5532952617781968,0.0013761608698120036,0.5132766313963789,0.5112080365005439,0.30923016337984705,0.0944589085475585
77,TL6,0.007517127754078253,1.7718040033181115,9.833058573235962e-05,0.6420015789754612,0.0009062521463999553,0.530767370191537,0.5313560782797133,0.32832653620659247,0.09421256545529716
78,TL6,0.00635712807505883,1.4983894569151608,0.0001315954445183397,0.41097043142903567,0.0008398802078961212,0.4776364148778067,0.5578668943691281,0.3204882273915919,0.09614790447126564
79,TL6,0.007726492509049879,1.8211517493120775,9.904617877381529e-05,0.35747751531020944,0.000969222380862565,0.5414180716958158,0.5202206179427463,0.32854329960908163,0.09539574029676978
80,TL6,0.006352943715155273,1.497403193827584,0.00016460299680342286,0.4855604238056457,0.0005088579289217888,0.394521447630639,0.5810091326566508,0.27249483329017177,0.09456772734861194
81,TL6,0.007761601943130757,1.8294271222861473,0.00011334979420622826,0.4236683966275294,0.0010811769580970423,0.5305696145642771,0.5624096044967007,0.31456126232086296,0.0951618655721268
82,TL6,0.007224477622222983,1.7028257057347786,0.00014021910333256868,0.5332447163296727,0.0011556503597425678,0.49653534882934747,0.5248594518200582,0.3205074655323604,0.09265089506158593
83,TL6,0.006299427118902818,1.484789211122206,0.00011836719909931928,0.44371464358837387,0.0007194945470483428,0.49925859389480753,0.5489504720107419,0.33225601417119,0.09789863213920041
84,TL6,0.008167950471952054,1.9252043890377197,6.783580926935226e-05,0.5575426683583078,0.0014591804418232024,0.5577836205073823,0.5693811194154389,0.30970127226260513,0.09829458536924159
